Additional_Number_of_Scoring,Average_Score,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Tags
294,8.7,49,1271,42,5,"[' Leisure trip ', ' Family with young children ', ' Twin Room ', ' Stayed 1 night ']"
184,7.9,24,1949,61,1,"[' Leisure trip ', ' Family with young children ', ' Family Room 2 Adults 2 Children ', ' Stayed 3 nights ']"
279,8.8,0,3598,5,5,"[' Leisure trip ', ' Couple ', ' Special Offer Queen Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
1322,8.4,0,6117,81,16,"[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
154,8,2,768,54,13,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
241,7.5,62,1287,26,1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
1274,7.7,29,6539,35,2,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ']"
137,8.6,20,1179,11,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
757,8.7,0,5236,9,7,"[' Business trip ', ' Solo traveler ', ' Large Double Room ', ' Stayed 1 night ']"
388,8.4,17,1708,6,2,"[' Leisure trip ', ' Couple ', ' Signature Luxury King with Balcony ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
80,8.5,0,1264,14,16,"[' Leisure trip ', ' Couple ', ' Privilege Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
378,8.7,0,1543,63,1,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 8 nights ', ' Submitted from a mobile device ']"
199,8.3,21,776,15,1,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 4 nights ']"
139,9.1,18,492,18,13,"[' Leisure trip ', ' Couple ', ' Classic Queen Room ', ' Stayed 1 night ']"
143,7.6,8,1313,7,3,"[' Leisure trip ', ' Family with young children ', ' Superior Family Room 2 Adults 1 Child ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
713,8.3,0,2826,11,3,"[' Leisure trip ', ' Group ', ' Deluxe King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
620,9,13,1974,10,2,"[' Leisure trip ', ' Family with young children ', ' Deluxe King Room with River View ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
106,9,10,855,11,2,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room with Spa Bath ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
73,8.6,0,641,24,1,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']"
337,8.9,22,1769,0,9,"[' Leisure trip ', ' Family with young children ', ' Superior Two Bedroom Apartment ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
1258,9.4,6,4204,12,4,"[' Leisure trip ', ' Couple ', ' Superior Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
359,8.5,0,1158,3,1,"[' Business trip ', ' Couple ', ' Superior Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
191,7.8,30,2241,12,51,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
88,8.8,19,1324,21,2,"[' Leisure trip ', ' Couple ', ' Classic Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
101,8.7,16,809,13,9,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ']"
86,8.3,99,1558,28,3,"[' Leisure trip ', ' Couple ', ' Classic Room ', ' Stayed 3 nights ']"
383,8.9,20,2295,4,11,"[' Leisure trip ', ' Couple ', ' Superior Double Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
1936,8.7,25,7491,8,1,"[' Leisure trip ', ' Couple ', ' Queen Room ', ' Stayed 1 night ']"
79,8.5,6,596,22,3,"[' Leisure trip ', ' Solo traveler ', ' Basic Single Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
461,9.2,0,1592,5,1,"[' Leisure trip ', ' Group ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
926,8.2,12,5770,20,4,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']"
541,8,2,2367,22,27,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
498,8.6,53,3643,29,8,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
61,9,2,263,10,5,"[' Business trip ', ' Couple ', ' Superior Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
587,7.4,0,3869,57,1,"[' Leisure trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
176,8.2,0,1047,11,5,"[' Solo traveler ', ' Executive Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
995,8.1,2,3826,16,1,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
317,7.6,21,1458,10,5,"[' Business trip ', ' Solo traveler ', ' Small Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
46,9.2,0,332,6,2,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ']"
244,9.3,22,1835,30,7,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
522,8.8,8,2058,22,2,"[' Business trip ', ' Couple ', ' Deluxe Room Barlow Wing ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
681,8.9,7,2692,5,1,"[' Leisure trip ', ' Couple ', ' Small Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
341,8.2,47,1496,33,1,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 9 nights ']"
918,8.4,6,4117,11,9,"[' Leisure trip ', ' Family with young children ', ' Small Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
153,8.9,5,1817,29,17,"[' Leisure trip ', ' Couple ', ' Comfort Double Room ', ' Stayed 2 nights ']"
555,8.4,27,4410,123,1,"[' Leisure trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
241,8.2,57,2500,6,4,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
180,8.7,53,1766,7,1,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
434,8.6,28,4153,11,1,"[' Leisure trip ', ' Couple ', ' Junior Suite with Private Pool Spa Access ', ' Stayed 4 nights ']"
2623,8.7,33,12158,2,1,"[' Leisure trip ', ' Couple ', ' Studio King Family ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
175,8.1,6,2718,9,8,"[' Leisure trip ', ' Couple ', ' City Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
141,8.3,8,1806,49,11,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
634,7.9,31,4065,2,1,"[' Leisure trip ', ' Family with older children ', ' Club Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
55,7.6,19,301,0,1,"[' Leisure trip ', ' Family with young children ', ' Family Room with Bathroom ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
139,9.1,61,492,7,10,"[' Leisure trip ', ' Couple ', ' Classic Queen Room ', ' Stayed 2 nights ']"
92,8.7,14,363,7,9,"[' Leisure trip ', ' Couple ', ' Superior Room ', ' Stayed 1 night ']"
48,8.9,16,480,7,5,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ']"
227,8.6,16,968,25,17,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
133,9.3,6,1108,23,4,"[' Leisure trip ', ' Family with young children ', ' Executive Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
332,8.7,0,1449,41,3,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
122,7.9,0,1213,17,8,"[' Leisure trip ', ' Group ', ' Superior Guest room 1 King or 2 Twin Single Bed s ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
107,7.9,24,1503,37,1,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
97,7.4,9,576,3,14,"[' Business trip ', ' Couple ', ' Deluxe Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
284,8.2,28,4217,2,13,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ']"
345,9.2,4,1017,0,5,"[' Leisure trip ', ' Solo traveler ', ' Luxury Double Room with Balcony and River View ', ' Stayed 1 night ']"
834,9.1,15,4687,7,1,"[' Leisure trip ', ' Group ', ' Deluxe Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
80,8.1,46,988,15,1,"[' Leisure trip ', ' Family with young children ', ' Triple Room Free Wi Fi ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
628,8.1,0,2312,8,3,"[' Leisure trip ', ' Family with young children ', ' Double Room with Two Double Beds ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
247,9.2,2,1914,73,5,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
439,8,32,3633,52,7,"[' Leisure trip ', ' Family with older children ', ' Family Room ', ' Stayed 2 nights ']"
791,7.3,94,3609,4,5,"[' Solo traveler ', ' Deluxe Double Room ', ' Stayed 2 nights ']"
713,8.3,16,2826,2,4,"[' Couple ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
1322,8.4,0,6117,4,1,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
224,8.6,0,2351,3,12,"[' Leisure trip ', ' Family with young children ', ' Superior Junior Suite ', ' Stayed 1 night ']"
914,8.5,42,7586,40,1,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ']"
522,8.8,6,2058,6,7,"[' Leisure trip ', ' Couple ', ' Deluxe Room Barlow Wing ', ' Stayed 1 night ']"
96,8.4,13,1119,57,38,"[' Business trip ', ' Group ', ' Standard Single Room ', ' Stayed 2 nights ']"
832,9.1,16,4672,122,3,"[' Business trip ', ' Group ', ' Double Room ', ' Stayed 2 nights ']"
141,9.2,0,803,28,4,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room Canal View ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
620,9,0,1974,5,1,"[' Leisure trip ', ' Solo traveler ', ' Superior King or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
440,8,33,2418,23,3,"[' Leisure trip ', ' Solo traveler ', ' Executive Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
475,8.9,0,2007,32,15,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room with River View ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
355,8,12,1786,10,3,"[' Leisure trip ', ' Group ', ' Deluxe King Room ', ' Stayed 1 night ']"
153,9.2,0,835,3,20,"[' Leisure trip ', ' Couple ', ' Executive Suite ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
1198,8.5,23,6596,6,3,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 4 nights ']"
77,8.9,42,470,17,34,"[' Leisure trip ', ' Family with young children ', ' Deluxe Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
440,8.9,2,2574,13,2,"[' Leisure trip ', ' Solo traveler ', ' Classic Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
99,9.1,5,741,50,7,"[' Leisure trip ', ' Group ', ' Deluxe Family Room ', ' Stayed 1 night ']"
525,8.2,2,1842,2,6,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
309,8.1,0,2270,13,7,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double or Twin Room ', ' Stayed 3 nights ']"
223,8.2,7,1878,32,6,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 3 nights ']"
169,8.1,16,784,7,3,"[' Leisure trip ', ' Couple ', ' Double Hilton Guestroom ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
253,8.2,34,1191,55,1,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
498,8.6,0,3643,2,10,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 1 night ']"
1195,8.3,13,4684,4,55,"[' Leisure trip ', ' Couple ', ' Executive Double Room River View ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
134,7.5,47,1266,7,4,"[' Leisure trip ', ' Family with young children ', ' Standard Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
1831,8.1,0,7105,38,3,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
2288,8.1,9,9568,7,3,"[' Leisure trip ', ' Couple ', ' Executive Double Room with Air Conditioning ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
68,7.8,27,264,3,1,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
601,8.5,34,4032,16,1,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
88,8.5,2,570,5,1,"[' Leisure trip ', ' Couple ', ' Privilege Superior Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
2623,8.7,30,12158,17,5,"[' Business trip ', ' Family with young children ', ' Superior Double Room with Internal View ', ' Stayed 7 nights ']"
832,9.1,39,4672,149,9,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ']"
176,8.7,0,743,22,3,"[' Business trip ', ' Group ', ' Standard Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
245,8.4,0,2398,23,4,"[' Leisure trip ', ' Couple ', ' Junior Suite with Queen Size Bed ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
853,8.4,0,2726,34,9,"[' Business trip ', ' Group ', ' Twin Guest Room ', ' Stayed 2 nights ']"
309,8.1,7,2270,13,24,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
205,8.1,9,1057,6,1,"[' Leisure trip ', ' Couple ', ' Superior Queen Room ', ' Stayed 1 night ']"
1831,8.1,3,7105,22,1,"[' Leisure trip ', ' Couple ', ' Superior Twin Room ', ' Stayed 2 nights ']"
602,8.5,2,2494,9,1,"[' Leisure trip ', ' Solo traveler ', ' Small Queen Room ', ' Stayed 1 night ']"
404,8.4,6,2085,15,2,"[' Leisure trip ', ' Couple ', ' Double Room Attic ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
305,8.3,60,1719,6,4,"[' Leisure trip ', ' Family with older children ', ' Luxury Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
1299,8.7,58,5394,2,1,"[' Leisure trip ', ' Family with older children ', ' Executive King Room ', ' Stayed 10 nights ', ' Submitted from a mobile device ']"
116,7.2,11,1201,5,23,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
84,8.4,11,1193,9,12,"[' Leisure trip ', ' Couple ', ' Comfort Double Room ', ' Stayed 3 nights ']"
172,8.8,2,1524,4,3,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 8 nights ']"
1172,7.8,82,5945,10,1,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
312,8.5,7,1114,8,6,"[' Business trip ', ' Solo traveler ', ' Double Room 1 Adult ', ' Stayed 1 night ']"
99,8.2,0,967,29,5,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
365,8.3,13,1463,5,3,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ']"
371,7.3,236,2215,25,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
54,8,14,1199,10,18,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
317,7.6,25,1458,7,7,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
434,8.6,5,4153,4,1,"[' Leisure trip ', ' Family with older children ', ' Triple Room ', ' Stayed 1 night ']"
407,7.3,14,3161,6,10,"[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
149,8.9,0,623,12,23,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
398,8.7,2,3754,12,6,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
195,8.7,2,1416,5,3,"[' Leisure trip ', ' Solo traveler ', ' Double Room with City View ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
77,9.1,2,338,2,1,"[' Leisure trip ', ' Couple ', ' Suite 2 Adults ', ' Stayed 3 nights ']"
347,8.4,13,3510,42,8,"[' Business trip ', ' Solo traveler ', ' Double Room with Spa Bath ', ' Stayed 3 nights ']"
59,9.1,5,287,4,25,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
375,9.3,2,1276,5,1,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
253,8.2,4,1191,3,5,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
104,8.4,198,1028,50,17,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ']"
666,8.5,55,4559,7,2,"[' Leisure trip ', ' Family with young children ', ' Premier Double or Twin Room with Extra Bed ', ' Stayed 5 nights ']"
202,8,37,984,10,14,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
26,5.2,13,465,5,2,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
211,8.6,11,2923,7,2,"[' Business trip ', ' Solo traveler ', ' Single Room with Courtyard View ', ' Stayed 4 nights ']"
377,8.5,15,1363,9,5,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
152,9,13,1682,82,7,"[' Leisure trip ', ' Group ', ' Superior Room ', ' Stayed 1 night ']"
1299,8.7,5,5394,18,1,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
353,8.1,0,4248,2,13,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
724,8,0,3150,26,5,"[' Leisure trip ', ' Family with older children ', ' Superior Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
407,8.2,26,3417,2,1,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
315,9.3,0,2757,112,1,"[' Leisure trip ', ' Couple ', ' Double Room with View ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
353,8.1,16,1411,9,2,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
265,9.3,8,1611,4,1,"[' Leisure trip ', ' Couple ', ' Classic Double or Twin Room ', ' Stayed 3 nights ']"
2623,8.7,2,12158,2,27,"[' Business trip ', ' Couple ', ' Superior Double Room with Internal View ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
1198,8.5,13,6596,5,9,"[' Leisure trip ', ' Solo traveler ', ' Executive Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
341,8.2,0,1496,9,2,"[' Leisure trip ', ' Family with young children ', ' Studio Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
